HGNC ID	Approved name	Ensembl ID(supplied by Ensembl)
HGNC:11470	SPT6 homolog, histone chaperone and transcription elongation factor	ENSG00000109111
HGNC:30632	SPT7 like, STAGA complex subunit gamma	ENSG00000119760
HGNC:11465	SPT16 homolog, facilitates chromatin remodeling subunit	ENSG00000092201
HGNC:31388	SPT16 homolog, facilitates chromatin remodeling subunit pseudogene 1	ENSG00000256238
HGNC:20596	SPT20 homolog, SAGA complex component	ENSG00000102710
HGNC:30773	SUPT20H like 1	ENSG00000223731
HGNC:31797	SUPT20H like 2	ENSG00000223611
HGNC:11471	Suv3 like RNA helicase	ENSG00000156502
HGNC:11472	symbol withdrawn, see [HGNC:59](/data/gene-symbol-report/#!/hgnc_id/HGNC:59)	
HGNC:11474	SURF1 cytochrome c oxidase assembly factor	ENSG00000148290
HGNC:11475	surfeit 2	ENSG00000148291
HGNC:11476	surfeit 4	ENSG00000148248
HGNC:11478	surfeit 6	ENSG00000148296
HGNC:37722	surfeit 6 pseudogene 1	ENSG00000228518
HGNC:25413	sushi domain containing 1	ENSG00000106868
HGNC:30667	sushi domain containing 2	ENSG00000099994
HGNC:33889	sushi domain containing 2 pseudogene 1	
HGNC:35197	sushi domain containing 2 pseudogene 2	ENSG00000278110
HGNC:28391	sushi domain containing 3	ENSG00000157303
HGNC:25470	sushi domain containing 4	ENSG00000143502
HGNC:29061	sushi domain containing 5	ENSG00000173705
HGNC:19956	sushi domain containing 6	ENSG00000100647
HGNC:11479	suppressor of variegation 3-9 homolog 1	ENSG00000101945
HGNC:17287	suppressor of variegation 3-9 homolog 2	ENSG00000152455
HGNC:55188	SUV39H2 divergent transcript	ENSG00000272853
HGNC:17101	SUZ12 polycomb repressive complex 2 subunit	ENSG00000178691
HGNC:32421	SUZ12 pseudogene 1	ENSG00000264538
HGNC:43872	SUZ12 pseudogene 2	
HGNC:20566	synaptic vesicle glycoprotein 2A	ENSG00000159164
HGNC:16874	synaptic vesicle glycoprotein 2B	ENSG00000185518
HGNC:30670	synaptic vesicle glycoprotein 2C	ENSG00000122012
HGNC:55583	SV2C antisense RNA 1	
HGNC:29204	small vasohibin binding protein	ENSG00000177868
HGNC:15985	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	ENSG00000165124
HGNC:11480	supervillin	ENSG00000197321
HGNC:51219	SVIL antisense RNA 1	ENSG00000224597
HGNC:44959	supervillin family member 2, pseudogene	ENSG00000234814
HGNC:25238	small VCP interacting protein	ENSG00000198168
HGNC:25417	SV2 related protein	ENSG00000166111
HGNC:27034	SVOP like	ENSG00000157703
HGNC:11481	symbol withdrawn, see [HGNC:11509](/data/gene-symbol-report/#!/hgnc_id/HGNC:11509)	
HGNC:17070	switching B cell complex subunit SWAP70	ENSG00000133789
HGNC:31412	SWI5 homologous recombination repair protein	ENSG00000175854
HGNC:26638	SWIM-type zinc finger 7 associated protein 1	ENSG00000173928
HGNC:16785	SWT1 RNA endoribonuclease homolog	ENSG00000116668
HGNC:16273	synapse associated protein 1	ENSG00000169895
HGNC:11484	symbol withdrawn, see [HGNC:12642](/data/gene-symbol-report/#!/hgnc_id/HGNC:12642)	
HGNC:11485	symbol withdrawn, see [HGNC:12643](/data/gene-symbol-report/#!/hgnc_id/HGNC:12643)	
HGNC:26011	syntabulin	ENSG00000147642
HGNC:28852	synaptonemal complex central element protein 1	ENSG00000171772
HGNC:37236	synaptonemal complex central element protein 1 like	ENSG00000205078
HGNC:27411	synaptonemal complex central element protein 2	ENSG00000161860
HGNC:35245	synaptonemal complex central element protein 3	ENSG00000217442
HGNC:18442	syncollin	ENSG00000179751
HGNC:11487	synaptonemal complex protein 1	ENSG00000198765
HGNC:11488	synaptonemal complex protein 1-like 2	
HGNC:11489	synaptonemal complex protein 1-like 3	
HGNC:11490	synaptonemal complex protein 2	ENSG00000196074
HGNC:21537	synaptonemal complex protein 2 like	ENSG00000153157
HGNC:18130	synaptonemal complex protein 3	ENSG00000139351
HGNC:25824	synapse defective Rho GTPase homolog 1	ENSG00000105137
HGNC:25841	synapse defective Rho GTPase homolog 2	ENSG00000097096
HGNC:19824	SYF2 pre-mRNA splicing factor	ENSG00000117614
HGNC:19925	SYF2 pre-mRNA splicing factor pseudogene 1	ENSG00000258350
HGNC:38139	SYF2 pre-mRNA splicing factor pseudogene 2	ENSG00000233148
HGNC:11491	spleen associated tyrosine kinase	ENSG00000165025
HGNC:11492	symbol withdrawn, see [HGNC:7866](/data/gene-symbol-report/#!/hgnc_id/HGNC:7866)	
HGNC:11493	symphalangism 2 (distal)	
HGNC:22935	symplekin	ENSG00000125755
HGNC:11494	synapsin I	ENSG00000008056
HGNC:11495	synapsin II	ENSG00000157152
HGNC:11496	synapsin III	ENSG00000185666
HGNC:40569	SYN3 antisense RNA 1	ENSG00000236054
HGNC:28897	syncoilin, intermediate filament protein	ENSG00000162520
HGNC:16918	synaptotagmin binding cytoplasmic RNA interacting protein	ENSG00000135316
HGNC:15885	synapse differentiation inducing 1	ENSG00000101463
HGNC:32388	synapse differentiation inducing 1 like	ENSG00000183379
HGNC:17089	spectrin repeat containing nuclear envelope protein 1	ENSG00000131018
HGNC:40793	SYNE1 antisense RNA 1	ENSG00000234577
HGNC:17084	spectrin repeat containing nuclear envelope protein 2	ENSG00000054654
HGNC:19861	spectrin repeat containing nuclear envelope family member 3	ENSG00000176438
HGNC:26703	spectrin repeat containing nuclear envelope family member 4	ENSG00000181392
HGNC:11497	synaptic Ras GTPase activating protein 1	ENSG00000197283
HGNC:53831	SYNGAP1 antisense RNA 1	ENSG00000274259
HGNC:11498	synaptogyrin 1	ENSG00000100321
HGNC:11499	synaptogyrin 2	ENSG00000108639
HGNC:11500	synaptogyrin 2 pseudogene 1	ENSG00000260174
HGNC:33947	synaptogyrin 2 pseudogene 2	
HGNC:11501	synaptogyrin 3	ENSG00000127561
HGNC:11502	synaptogyrin 4	ENSG00000105467
HGNC:11503	synaptojanin 1	ENSG00000159082
HGNC:11504	synaptojanin 2	ENSG00000078269
HGNC:41387	SYNJ2 intronic transcript 1	ENSG00000233496
HGNC:18955	synaptojanin 2 binding protein	ENSG00000213463
HGNC:48350	SYNJ2BP-COX16 readthrough	ENSG00000258644
HGNC:24466	synemin	ENSG00000182253
HGNC:55421	SYNM antisense RNA 1	
HGNC:30672	synaptopodin	ENSG00000171992
HGNC:17732	synaptopodin 2	ENSG00000172403
HGNC:23532	synaptopodin 2 like	ENSG00000166317
HGNC:55242	SYNPO2L antisense RNA 1	
HGNC:16507	synaptoporin	ENSG00000163630
HGNC:40774	SYNPR antisense RNA 1	ENSG00000241359
HGNC:557	synergin gamma	ENSG00000275066
HGNC:11505	symbol withdrawn, see [HGNC:7866](/data/gene-symbol-report/#!/hgnc_id/HGNC:7866)	
HGNC:11506	synaptophysin	ENSG00000102003
HGNC:40571	SYP antisense RNA 1	ENSG00000237341
HGNC:11507	synaptophysin like 1	ENSG00000008282
HGNC:53546	synaptophysin like 1 pseudogene 1	ENSG00000243154
HGNC:53547	synaptophysin like 1 pseudogene 2	ENSG00000265683
HGNC:27638	synaptophysin like 2	ENSG00000143028
HGNC:11508	symbol withdrawn, see [HGNC:12842](/data/gene-symbol-report/#!/hgnc_id/HGNC:12842)	
HGNC:16162	SYS1 golgi trafficking protein	ENSG00000204070
HGNC:33535	SYS1-DBNDD2 readthrough (NMD candidate)	ENSG00000254806
HGNC:11509	synaptotagmin 1	ENSG00000067715
HGNC:11510	synaptotagmin 2	ENSG00000143858
HGNC:11511	synaptotagmin 3	ENSG00000213023
HGNC:11512	synaptotagmin 4	ENSG00000132872
HGNC:11513	synaptotagmin 5	ENSG00000129990
HGNC:18638	synaptotagmin 6	ENSG00000134207
HGNC:11514	synaptotagmin 7	ENSG00000011347
HGNC:19264	synaptotagmin 8	ENSG00000149043
HGNC:19265	synaptotagmin 9	ENSG00000170743
HGNC:19266	synaptotagmin 10	ENSG00000110975
HGNC:19239	synaptotagmin 11	ENSG00000132718
HGNC:18381	synaptotagmin 12	ENSG00000173227
HGNC:14962	synaptotagmin 13	ENSG00000019505
HGNC:23143	synaptotagmin 14	ENSG00000143469
HGNC:33429	synaptotagmin 14 pseudogene 1	ENSG00000215127
HGNC:17167	synaptotagmin 15	ENSG00000204176
HGNC:23142	synaptotagmin 16	ENSG00000139973
HGNC:24119	synaptotagmin 17	ENSG00000103528
HGNC:15834	symbol withdrawn, see [HGNC:15851](/data/gene-symbol-report/#!/hgnc_id/HGNC:15851)	
HGNC:15584	synaptotagmin like 1	ENSG00000142765
HGNC:15585	synaptotagmin like 2	ENSG00000137501
HGNC:15587	synaptotagmin like 3	ENSG00000164674
HGNC:15588	synaptotagmin like 4	ENSG00000102362
HGNC:15589	synaptotagmin like 5	ENSG00000147041
HGNC:20738	synoviolin 1	ENSG00000162298
HGNC:30232	SUZ RNA binding domain containing 1	ENSG00000055070
HGNC:29040	SZT2 subunit of KICSTOR complex	ENSG00000198198
HGNC:41225	SZT2 antisense RNA 1	ENSG00000229372
HGNC:11516	symbol withdrawn, see [HGNC:1673](/data/gene-symbol-report/#!/hgnc_id/HGNC:1673)	
HGNC:17734	trace amine associated receptor 1	ENSG00000146399
HGNC:4514	trace amine associated receptor 2	ENSG00000146378
HGNC:4513	trace amine associated receptor 3, pseudogene	ENSG00000179073
HGNC:31924	trace amine associated receptor 4, pseudogene	ENSG00000237449
HGNC:30236	trace amine associated receptor 5	ENSG00000135569
HGNC:20978	trace amine associated receptor 6	ENSG00000146383
HGNC:31925	trace amine associated receptor 7, pseudogene	ENSG00000235998
HGNC:14964	trace amine associated receptor 8	ENSG00000146385
HGNC:20977	trace amine associated receptor 9	ENSG00000237110
HGNC:18157	TGF-beta activated kinase 1 (MAP3K7) binding protein 1	ENSG00000100324
HGNC:17075	TGF-beta activated kinase 1 (MAP3K7) binding protein 2	ENSG00000055208
HGNC:53508	TAB2 antisense RNA 1	ENSG00000225924
HGNC:30681	TGF-beta activated kinase 1 (MAP3K7) binding protein 3	ENSG00000157625
HGNC:20176	TAB3 antisense RNA 1	ENSG00000231542
HGNC:40013	TAB3 antisense RNA 2	ENSG00000235512
HGNC:37723	TGF-beta activated kinase 1/MAP3K7 binding protein 3 pseudogene 1	ENSG00000235462
HGNC:11517	tachykinin precursor 1	ENSG00000006128
HGNC:11518	symbol withdrawn, see [HGNC:11526](/data/gene-symbol-report/#!/hgnc_id/HGNC:11526)	
HGNC:11519	symbol withdrawn, see [HGNC:11517](/data/gene-symbol-report/#!/hgnc_id/HGNC:11517)	
HGNC:11520	symbol withdrawn, see [HGNC:11527](/data/gene-symbol-report/#!/hgnc_id/HGNC:11527)	
HGNC:11521	tachykinin precursor 3	ENSG00000166863
HGNC:16641	tachykinin precursor 4	ENSG00000176358
HGNC:11522	transforming acidic coiled-coil containing protein 1	ENSG00000147526
HGNC:44974	transforming acidic coiled-coil containing protein 1 pseudogene 1	ENSG00000224920
HGNC:11523	transforming acidic coiled-coil containing protein 2	ENSG00000138162
HGNC:11524	transforming acidic coiled-coil containing protein 3	ENSG00000013810
HGNC:11525	symbol withdrawn, see [HGNC:195](/data/gene-symbol-report/#!/hgnc_id/HGNC:195)	
HGNC:24316	translational activator of cytochrome c oxidase I	ENSG00000136463
HGNC:11526	tachykinin receptor 1	ENSG00000115353
HGNC:11527	tachykinin receptor 2	ENSG00000075073
HGNC:11528	tachykinin receptor 3	ENSG00000169836
HGNC:55593	TACR3 antisense RNA 1	
HGNC:11530	tumor associated calcium signal transducer 2	ENSG00000184292
HGNC:30631	transcriptional adaptor 1	ENSG00000152382
HGNC:11531	transcriptional adaptor 2A	ENSG00000276234
HGNC:30781	transcriptional adaptor 2B	ENSG00000173011
HGNC:19422	transcriptional adaptor 3	ENSG00000171148
HGNC:11535	TATA-box binding protein associated factor 1	ENSG00000147133
HGNC:11532	TATA-box binding protein associated factor, RNA polymerase I subunit A	ENSG00000143498
HGNC:40573	TAF1A antisense RNA 1	ENSG00000225265
HGNC:11533	TATA-box binding protein associated factor, RNA polymerase I subunit B	ENSG00000115750
HGNC:11534	TATA-box binding protein associated factor, RNA polymerase I subunit C	ENSG00000103168
HGNC:28759	TATA-box binding protein associated factor, RNA polymerase I subunit D	ENSG00000166012
HGNC:18056	TATA-box binding protein associated factor 1 like	ENSG00000122728
HGNC:11536	TATA-box binding protein associated factor 2	ENSG00000064313
HGNC:17303	TATA-box binding protein associated factor 3	ENSG00000165632
HGNC:13648	symbol withdrawn, see [HGNC:11549](/data/gene-symbol-report/#!/hgnc_id/HGNC:11549)	
HGNC:13649	symbol withdrawn, see [HGNC:11550](/data/gene-symbol-report/#!/hgnc_id/HGNC:11550)	
HGNC:13650	symbol withdrawn, see [HGNC:11551](/data/gene-symbol-report/#!/hgnc_id/HGNC:11551)	
HGNC:13651	symbol withdrawn, see [HGNC:11552](/data/gene-symbol-report/#!/hgnc_id/HGNC:11552)	
HGNC:11537	TATA-box binding protein associated factor 4	ENSG00000130699
HGNC:11538	TATA-box binding protein associated factor 4b	ENSG00000141384
HGNC:11539	TATA-box binding protein associated factor 5	ENSG00000148835
HGNC:17304	TATA-box binding protein associated factor 5 like	ENSG00000135801
HGNC:24115	TATA-box binding protein associated factor 5 like pseudogene 1	ENSG00000267369
HGNC:11540	TATA-box binding protein associated factor 6	ENSG00000106290
HGNC:17305	TATA-box binding protein associated factor 6 like	ENSG00000162227
HGNC:11541	TATA-box binding protein associated factor 7	ENSG00000178913
HGNC:11548	TATA-box binding protein associated factor 7 like	ENSG00000102387
HGNC:17300	TATA-box binding protein associated factor 8	ENSG00000137413
HGNC:11542	TATA-box binding protein associated factor 9	ENSG00000273841
HGNC:17306	TATA-box binding protein associated factor 9b	ENSG00000187325
HGNC:30687	TATA-box binding protein associated factor 9b pseudogene 1	ENSG00000213871
HGNC:38836	TATA-box binding protein associated factor 9b pseudogene 2	ENSG00000215760
HGNC:31743	TATA-box binding protein associated factor 9 pseudogene 1	ENSG00000226353
HGNC:31744	TATA-box binding protein associated factor 9 pseudogene 2	ENSG00000229302
HGNC:30678	TATA-box binding protein associated factor 9 pseudogene 3	ENSG00000267692
HGNC:11543	TATA-box binding protein associated factor 10	ENSG00000166337
HGNC:11544	TATA-box binding protein associated factor 11	ENSG00000064995
HGNC:53838	TATA-box binding protein associated factor 11 like 1 (pseudogene)	
HGNC:53845	TATA-box binding protein associated factor 11 like 2	ENSG00000284373
HGNC:53846	TATA-box binding protein associated factor 11 like 3	ENSG00000284439
HGNC:53847	TATA-box binding protein associated factor 11 like 4	ENSG00000284283
HGNC:53848	TATA-box binding protein associated factor 11 like 5	ENSG00000284234
HGNC:53849	TATA-box binding protein associated factor 11 like 6	ENSG00000284042
HGNC:53850	TATA-box binding protein associated factor 11 like 7	ENSG00000284465
HGNC:53851	TATA-box binding protein associated factor 11 like 8	ENSG00000283967
HGNC:53852	TATA-box binding protein associated factor 11 like 9	ENSG00000283988
HGNC:53853	TATA-box binding protein associated factor 11 like 10	ENSG00000284356
HGNC:53854	TATA-box binding protein associated factor 11 like 11	ENSG00000283740
HGNC:53855	TATA-box binding protein associated factor 11 like 12	ENSG00000249156
HGNC:53856	TATA-box binding protein associated factor 11 like 13	ENSG00000283776
HGNC:53857	TATA-box binding protein associated factor 11 like 14	ENSG00000250782
HGNC:11545	TATA-box binding protein associated factor 12	ENSG00000120656
HGNC:11546	TATA-box binding protein associated factor 13	ENSG00000197780
HGNC:18699	TATA-box binding protein associated factor 13 pseudogene 1	
HGNC:38161	TATA-box binding protein associated factor 13 pseudogene 2	ENSG00000225658
HGNC:11547	TATA-box binding protein associated factor 15	ENSG00000270647
HGNC:21587	TAFA chemokine like family member 1	ENSG00000183662
HGNC:21589	TAFA chemokine like family member 2	ENSG00000198673
HGNC:21590	TAFA chemokine like family member 3	ENSG00000184599
HGNC:21591	TAFA chemokine like family member 4	ENSG00000163377
HGNC:21592	TAFA chemokine like family member 5	ENSG00000219438
HGNC:11577	tafazzin, phospholipid-lysophospholipid transacylase	ENSG00000102125
HGNC:15669	T cell activation RhoGTPase activating protein	ENSG00000164691
HGNC:55239	TAGAP antisense RNA 1	
HGNC:11553	transgelin	ENSG00000149591
HGNC:11554	transgelin 2	ENSG00000158710
HGNC:21739	transgelin 2 pseudogene 1	ENSG00000253676
HGNC:31039	transgelin 2 pseudogene 2	
HGNC:29868	transgelin 3	ENSG00000144834
HGNC:11555	symbol withdrawn, see [HGNC:6859](/data/gene-symbol-report/#!/hgnc_id/HGNC:6859)	
HGNC:11556	TAL bHLH transcription factor 1, erythroid differentiation factor	ENSG00000162367
HGNC:11557	TAL bHLH transcription factor 2	ENSG00000186051
HGNC:54476	TALAM1 transcript, MALAT1 antisense RNA	
HGNC:11558	symbol withdrawn, see [HGNC:11560](/data/gene-symbol-report/#!/hgnc_id/HGNC:11560)	
HGNC:11559	transaldolase 1	ENSG00000177156
HGNC:11560	transaldolase 1 pseudogene 1	
HGNC:18707	trafficking regulator and scaffold protein tamalin	ENSG00000161835
HGNC:32680	TAMALIN antisense RNA 1	
HGNC:25187	TAM41 mitochondrial translocator assembly and maintenance homolog	ENSG00000144559
HGNC:11561	symbol withdrawn, see [HGNC:7881](/data/gene-symbol-report/#!/hgnc_id/HGNC:7881)	
HGNC:29364	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	ENSG00000115183
HGNC:30212	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	ENSG00000170921
HGNC:25439	transport and golgi organization 2 homolog	ENSG00000183597
HGNC:25749	transport and golgi organization 6 homolog	ENSG00000103047
HGNC:11562	TRAF family member associated NFKB activator	ENSG00000136560
HGNC:40575	TANK antisense RNA 1	ENSG00000224467
HGNC:29259	TAO kinase 1	ENSG00000160551
HGNC:16835	TAO kinase 2	ENSG00000149930
HGNC:18133	TAO kinase 3	ENSG00000135090
HGNC:43	transporter 1, ATP binding cassette subfamily B member	ENSG00000168394
HGNC:44	transporter 2, ATP binding cassette subfamily B member	ENSG00000204267
HGNC:11565	symbol withdrawn, see [HGNC:1701](/data/gene-symbol-report/#!/hgnc_id/HGNC:1701)	
HGNC:11566	TAP binding protein	ENSG00000231925
HGNC:30683	TAP binding protein like	ENSG00000139192
HGNC:26887	transmembrane anterior posterior transformation 1	ENSG00000169762
HGNC:26832	TAPT1 antisense RNA 1 (head to head)	ENSG00000263327
HGNC:11567	total anomalous pulmonary venous return 1	
HGNC:11568	TAR (HIV-1) RNA binding protein 1	ENSG00000059588
HGNC:11569	TARBP2 subunit of RISC loading complex	ENSG00000139546
HGNC:11570	TARBP2 pseudogene 1	
HGNC:11571	TAR DNA binding protein	ENSG00000120948
HGNC:16536	TARDBP pseudogene 1	ENSG00000233402
HGNC:39848	TARDBP pseudogene 2	ENSG00000238213
HGNC:55122	TARDBP pseudogene 3	
HGNC:55123	TARDBP pseudogene 4	ENSG00000253555
HGNC:55124	TARDBP pseudogene 5	
HGNC:50506	TCF21 antisense RNA inducing promoter demethylation	ENSG00000227954
HGNC:37250	T cell-interacting, activating receptor on myeloid cells 1	ENSG00000248385
HGNC:11572	threonyl-tRNA synthetase 1	ENSG00000113407
HGNC:55565	TARS1 divergent transcript	
HGNC:30740	threonyl-tRNA synthetase 2, mitochondrial	ENSG00000143374
HGNC:43712	TARS2 pseudogene 1	ENSG00000248104
HGNC:24728	threonyl-tRNA synthetase 3	ENSG00000185418
HGNC:14448	taste 1 receptor member 1	ENSG00000173662
HGNC:14905	taste 1 receptor member 2	ENSG00000179002
HGNC:15661	taste 1 receptor member 3	ENSG00000169962
HGNC:14909	taste 2 receptor member 1	ENSG00000169777
HGNC:20615	taste 2 receptor member 2, pseudogene	ENSG00000203523
HGNC:14910	taste 2 receptor member 3	ENSG00000127362
HGNC:14911	taste 2 receptor member 4	ENSG00000127364
HGNC:14912	taste 2 receptor member 5	ENSG00000127366
HGNC:20616	taste 2 receptor member 6 pseudogene	ENSG00000270923
HGNC:14913	taste 2 receptor member 7	ENSG00000121377
HGNC:14915	taste 2 receptor member 8	ENSG00000121314
HGNC:14917	taste 2 receptor member 9	ENSG00000121381
HGNC:14918	taste 2 receptor member 10	ENSG00000121318
HGNC:19103	taste 2 receptor member 12 pseudogene	
HGNC:14919	taste 2 receptor member 13	ENSG00000212128
HGNC:14920	taste 2 receptor member 14	ENSG00000212127
HGNC:19106	taste 2 receptor member 15 pseudogene	ENSG00000212125
HGNC:14921	taste 2 receptor member 16	ENSG00000128519
HGNC:19107	taste 2 receptor member 18 pseudogene	
HGNC:19108	taste 2 receptor member 19	ENSG00000212124
HGNC:19109	taste 2 receptor member 20	ENSG00000255837
HGNC:19110	taste 2 receptor member 22 pseudogene	
HGNC:19111	symbol withdrawn, see [HGNC:19108](/data/gene-symbol-report/#!/hgnc_id/HGNC:19108)	
HGNC:19112	taste 2 receptor member 30	ENSG00000256188
HGNC:19113	taste 2 receptor member 31	ENSG00000256436
HGNC:19114	taste 2 receptor member 33	
HGNC:19115	taste 2 receptor member 36	
HGNC:19116	taste 2 receptor member 37 pseudogene	
HGNC:9584	taste 2 receptor member 38	ENSG00000257138
HGNC:18886	taste 2 receptor member 39	ENSG00000236398
HGNC:18885	taste 2 receptor member 40	ENSG00000221937
HGNC:18883	taste 2 receptor member 41	ENSG00000221855
HGNC:18888	taste 2 receptor member 42	ENSG00000186136
HGNC:18875	taste 2 receptor member 43	ENSG00000255374
HGNC:18881	symbol withdrawn, see [HGNC:19113](/data/gene-symbol-report/#!/hgnc_id/HGNC:19113)	
HGNC:18876	taste 2 receptor member 45	
HGNC:18877	taste 2 receptor member 46	ENSG00000226761
HGNC:18878	symbol withdrawn, see [HGNC:19112](/data/gene-symbol-report/#!/hgnc_id/HGNC:19112)	
HGNC:18879	symbol withdrawn, see [HGNC:19108](/data/gene-symbol-report/#!/hgnc_id/HGNC:19108)	
HGNC:18880	symbol withdrawn, see [HGNC:19109](/data/gene-symbol-report/#!/hgnc_id/HGNC:19109)	
HGNC:18882	taste 2 receptor member 50	ENSG00000212126
HGNC:20639	taste 2 receptor member 60	ENSG00000185899
HGNC:20640	taste 2 receptor member 62 pseudogene	ENSG00000234066
HGNC:20641	taste 2 receptor member 63 pseudogene	ENSG00000256019
HGNC:20642	taste 2 receptor member 64 pseudogene	ENSG00000256274
HGNC:20643	symbol withdrawn, see [HGNC:19107](/data/gene-symbol-report/#!/hgnc_id/HGNC:19107)	
HGNC:43898	taste 2 receptor member 67 pseudogene	
HGNC:43905	taste 2 receptor member 68 pseudogene	
HGNC:25667	TLR adaptor interacting with endolysosomal SLC15A4	ENSG00000120280
HGNC:30314	transcription activation suppressor	ENSG00000163946
HGNC:23484	transcription activation suppressor family member 2	ENSG00000108021
HGNC:15859	taspase 1	ENSG00000089123
HGNC:11573	tyrosine aminotransferase	ENSG00000198650
HGNC:51369	TAT antisense RNA 1	ENSG00000260886
HGNC:24220	TatD DNase domain containing 1	ENSG00000147687
HGNC:45058	TatD DNase domain containing 1 pseudogene 1	ENSG00000234369
HGNC:28988	TatD DNase domain containing 2	ENSG00000157014
HGNC:39254	TatD DNase domain containing 2 pseudogene 1	ENSG00000198414
HGNC:39255	TatD DNase domain containing 2 pseudogene 2	ENSG00000218226
HGNC:39256	TatD DNase domain containing 2 pseudogene 3	ENSG00000235205
HGNC:27010	TatD DNase domain containing 3	ENSG00000203705
HGNC:11574	symbol withdrawn, see [HGNC:2172](/data/gene-symbol-report/#!/hgnc_id/HGNC:2172)	
HGNC:11575	Tax1 binding protein 1	ENSG00000106052
HGNC:40576	TAX1BP1 antisense RNA 1	ENSG00000229893
HGNC:11576	symbol withdrawn, see [HGNC:25507](/data/gene-symbol-report/#!/hgnc_id/HGNC:25507)	
HGNC:30684	Tax1 binding protein 3	ENSG00000213977
HGNC:23511	thymus, brain and testes associated	ENSG00000166220
HGNC:11578	TBC1 domain family member 1	ENSG00000065882
HGNC:18026	TBC1 domain family member 2	ENSG00000095383
HGNC:29183	TBC1 domain family member 2B	ENSG00000167202
HGNC:19031	TBC1 domain family member 3	ENSG00000274611
HGNC:27011	TBC1 domain family member 3B	ENSG00000274808
HGNC:24889	TBC1 domain family member 3C	ENSG00000278299
HGNC:28944	TBC1 domain family member 3D	ENSG00000274419
HGNC:27071	TBC1 domain family member 3E	ENSG00000278599
HGNC:18257	TBC1 domain family member 3F	ENSG00000275954
HGNC:29860	TBC1 domain family member 3G	ENSG00000260287
HGNC:30708	TBC1 domain family member 3H	ENSG00000274226
HGNC:32709	TBC1 domain family member 3I	ENSG00000274933
HGNC:51247	TBC1 domain family member 3J, pseudogene	ENSG00000274658
HGNC:51245	TBC1 domain family member 3K	ENSG00000273513
HGNC:51246	TBC1 domain family member 3L	ENSG00000274512
HGNC:27445	TBC1 domain family member 3 pseudogene 1	ENSG00000238283
HGNC:42362	TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene	ENSG00000267104
HGNC:27783	TBC1 domain family member 3 pseudogene 2	ENSG00000188755
HGNC:32408	TBC1 domain family member 3 pseudogene 3	ENSG00000235203
HGNC:32409	TBC1 domain family member 3 pseudogene 4	ENSG00000204471
HGNC:43567	TBC1 domain family member 3 pseudogene 5	ENSG00000266433
HGNC:43568	TBC1 domain family member 3 pseudogene 6	ENSG00000224966
HGNC:43569	TBC1 domain family member 3 pseudogene 7	ENSG00000233014
HGNC:19165	TBC1 domain family member 4	ENSG00000136111
HGNC:40874	TBC1D4 antisense RNA 1	
HGNC:19166	TBC1 domain family member 5	ENSG00000131374
HGNC:21066	TBC1 domain family member 7	ENSG00000145979
HGNC:17791	TBC1 domain family member 8	ENSG00000204634
HGNC:52782	TBC1D8 antisense RNA 1	ENSG00000272902
HGNC:24715	TBC1 domain family member 8B	ENSG00000133138
HGNC:21710	TBC1 domain family member 9	ENSG00000109436
HGNC:29097	TBC1 domain family member 9B	ENSG00000197226
HGNC:23609	TBC1 domain family member 10A	ENSG00000099992
HGNC:24510	TBC1 domain family member 10B	ENSG00000169221
HGNC:24702	TBC1 domain family member 10C	ENSG00000175463
HGNC:29082	TBC1 domain family member 12	ENSG00000108239
HGNC:25571	TBC1 domain family member 13	ENSG00000107021
HGNC:29246	TBC1 domain family member 14	ENSG00000132405
HGNC:25694	TBC1 domain family member 15	ENSG00000121749
HGNC:28356	TBC1 domain family member 16	ENSG00000167291
HGNC:25699	TBC1 domain family member 17	ENSG00000104946
HGNC:25624	TBC1 domain family member 19	ENSG00000109680
HGNC:16133	TBC1 domain family member 20	ENSG00000125875
HGNC:28536	TBC1 domain family member 21	ENSG00000167139
HGNC:1309	TBC1 domain family member 22A	ENSG00000054611
HGNC:51221	TBC1D22A antisense RNA 1	ENSG00000280080
HGNC:55388	TBC1D22A divergent transcript	
HGNC:21602	TBC1 domain family member 22B	ENSG00000065491
HGNC:25622	TBC1 domain family member 23	ENSG00000036054
HGNC:29203	TBC1 domain family member 24	ENSG00000162065
HGNC:8092	TBC1 domain family member 25	ENSG00000068354
HGNC:28745	TBC1 domain family member 26	ENSG00000214946
HGNC:41211	TBC1D26 antisense RNA 1	ENSG00000233002
HGNC:28104	TBC1 domain family member 27, pseudogene	ENSG00000128438
HGNC:26858	TBC1 domain family member 28	ENSG00000189375
HGNC:24509	TBC1 domain family member 29, pseudogene	ENSG00000266733
HGNC:29164	TBC1 domain family member 30	ENSG00000111490
HGNC:30888	TBC1 domain family member 31	ENSG00000156787
HGNC:21485	TBC1 domain family member 32	ENSG00000146350
HGNC:11579	tubulin folding cofactor A	ENSG00000171530
HGNC:42630	tubulin folding cofactor A pseudogene 1	ENSG00000226781
HGNC:42631	tubulin folding cofactor A pseudogene 2	ENSG00000235829
HGNC:42632	tubulin folding cofactor A pseudogene 3	ENSG00000249055
HGNC:1989	tubulin folding cofactor B	ENSG00000105254
